coffee_title,coffee_origin,roaster_name,variety,production,roast_level,flavour
The Brunton Blend,Nicaragua,John Watt And Son,Mundo NovoCatucaiCatuaiYellow Bourbon,Natural,Green,Nutty Sweet Dried  Fruit Grape
Brazil Fazenda Campestre Green Coffee Beans,Brazil,Rave,Yellow CatuaiCaturraRed Catuai,Natural,Dark,Nutty Chocolate Sweet Orange Citrus  Fruit
Nicaraguan La Bastilla Natural,Colombia,Quirky Coffee Co,Catuai,Natural,Medium Dark,Nutmeg Chocolate Molasses Caramelized
Brazil Peaberry Arabica Roasted Coffee,Uganda,White Rose,Colombia,Natural,Medium,Honey Sweet Floral Floral Citrus  Fruit
Colombia Diomedes Coffee,Brazil,York Emporium,Java (Cultivar),Natural,Dark,Smoky Roasted Nutty Dark  Chocolate Molasses Caramelized Citrus  Fruit
Threshold Blend | Medium Roast,Indonesia,CLO,Yellow Catuai,Washed,Dark,Roasted Citrus  Fruit
Mocha Java Blend Nº 3,Brazil,Rave,Mundo Novo,Washed,Medium Dark,Chocolate Lemon Citrus  Fruit Fruity
Dark Streets –,Brazil,TCC,CaturraAcaia,Washed,Dark,Almond Chocolate Other  Fruit
Chapada,Brazil,Pact,Ruiru 11SL-28,Washed,Dark,Pepper Spices Nutty Floral
Zaroca,Nicaragua,Pact,Bourbon,Washed,Medium,Roasted Brown  Sugar Vanilla Sweet Floral Fruity
The Block,Kenya,Redemption Roasters,Catimor / Ateng,Honey,Medium Dark,Dark  Chocolate Maple  Syrup Caramelized Brown  Sugar Apple Orange
Phil-Ter:  Blend,El Salvador,Hasbean,CaturraBourbonCatuai,Washed,Green,Cereal Chocolate Molasses Caramelized Apple
Kenya Aa Iyego,Vietnam,John Watt And Son,Arabica,"DecafWashed, Swiss Water",Medium Dark,Chocolate Caramelized Floral Floral Pear Citrus  Fruit Fruity
El Salvador: Edition 22.065,Mexico,Hasbean,ColombiaCaturraTypicaGesha / Abyssinia,Washed,Light,Spices Sweet
Vietnam Arabica Roasted Coffee,Honduras,White Rose,BourbonTypica,"DecafWashed, Sugarcane (E.A.)", Dark,Chocolate Honey Vanilla
Mexico Siltepec El Jaguar Shg Medium Roast,Colombia,Pebble and Pine,Ethiopia / Sudan Assesion,Washed, Dark,Chocolate Sweet Peach Other  Fruit
Honduras Shg Coffee,Papua New Guinea,York Emporium,Arabica,Washed,Medium,Sweet Peach
Finca La Colombia Gesha,Colombia,Colonna,Selection 9,Washed,Medium Dark,Almond Sweet Other  Fruit
Coffee Of The Month,Peru,John Watt And Son,Castillo,"DecafWashed, Sparkling Water (CO2)",Medium Light,Nutty Chocolate Caramelized
Fairtrade Mediterranean,Brazil,John Watt And Son,PacamaraRed BourbonGesha / AbyssiniaKent,"DecafWashed, Mountain Water",Medium,Vanilla Peach
Formula 522 – Swiss Water Decaffeinated,Indonesia,Bristol Twenty,ColombiaArabica,Natural,Medium,Nutty Chocolate
Guatemalan Shb Bojangles Coffee,Honduras,York Emporium,Yellow CatuaiColombiaCaturraTypicaRed Catuai,Honey,Medium,Caramelized Brown  Sugar Raspberry
Gems Of Araku,Ethiopia,Coaltown Coffee,Arabica,Honey,Medium,Almond Sweet Other  Fruit
Decaf - Fincas Mustafa - Colombia Washed,Guatemala,Chipp Coffee,Arabica,Washed,Medium,Brown  Sugar Vanilla Sweet Strawberry Other  Fruit Citrus  Fruit
Tanzania Arabica Roasted Coffee,Colombia,White Rose,Villa Sarchi,Washed,Green,Chocolate Caramelized Vanilla
Mexico | Sampieri And Zilli Farms,Tanzania,Roost,Villa Sarchi,Honey,Medium,Molasses Caramelized Raisin Fruity
Josh Eggleton,Mexico,Wogan Coffee,CaturraTypicaCatimor / Ateng,"DecafWashed, Sparkling Water (CO2)",Light,Hazelnut Dark  Chocolate Berry
Central America Blend Decaffeinated,Colombia,Naked Roaster,BourbonCatuai,Washed,Medium,Roasted Spices Chocolate Sweet Jasmine Floral Floral Lemon
Mexican Mountain Water Decaf,North & Central America,Naked Roaster,CaturraBourbonArabica,Honey,Medium,Hazelnut Almond Caramelized Brown  Sugar Sweet Orange Other
"Bukonzo Dream, Uganda",Mexico,Cast Iron,CaturraBourbon,"Natural, Anaerobic or Macerated",Medium,Hazelnut Dark  Chocolate Raspberry
Costa Rica La Falda Medium Roast,Uganda,Pebble and Pine,ColombiaCaturra,Natural,Medium Dark,Cocoa Maple  Syrup Lemon
Costa Rica: Edition 22.059,Costa Rica,Hasbean,Villa Sarchi,Washed,Light,Brown  Sugar Grape Apple Fresh
Peruvian,Costa Rica,Clumsy Goat,Caturra,Decaf,Medium,Blackberry Prune Other  Fruit Overripe
Guatemala – Todosantarita,Peru,TCC,CatuaiRubi,Washed,Medium Light,Roasted
Guatemala Filter Roast,Guatemala,Sendero,Robiaceae Coffea,"DecafWashed, Sugarcane (E.A.)",Light,Nutty Caramelized Honey Sweet Apple Orange Citrus  Fruit Fruity
Halcyon Decaf Coffee,Guatemala,Balance Coffee,LempiraIHCAFE 90Catuai,Washed,Green,Roasted Nutmeg Sweet Floral Cherry Overripe Fresh
"Passiflora, Colombia",Guatemala,Cast Iron,Robiaceae Coffea,Natural,Medium Dark,Honey Sweet Pomegranate Peach
Costa Rica: Edition 22.059,Colombia,Hasbean,CastilloColombiaCaturra,Washed,Medium,Chocolate Maple  Syrup Caramelized Vanilla Sweet Other  Fruit Citrus  Fruit
Road Rash - Colombia,Costa Rica,Dark Arts Coffee,CastilloColombia,Natural,Light,Cocoa Caramelized Orange
Brazil – Fazenda,Colombia,TCC,SL-28,Honey,Light,Chocolate Berry Citrus  Fruit
Blended Specialty Coffee - No1 - Flat Cap Blend,Brazil,The Flat Cap,Catuai,Natural,Dark,Chocolate Peach
Decaf,Peru,Perky Blenders,SL-34SL-28,Washed,Light,Chocolate Dark  Chocolate Molasses Caramelized
Honduras San Isidro Natural Process,Colombia,York Emporium,Ethiopia / Sudan AssesionArabicaRobusta,Washed,Medium,Cereal Dark  Chocolate Raisin
Ethiopia - Gelana Abaya - Washed Coffee,Colombia,Chipp Coffee,SL-28,Washed,Medium,Anise Nutty Sweet  Aromatic Herb like
"Decaf, Amaca Association, Colombia, Washed/Sugarcane Ea",Honduras,Girls Who Grind Coffee,Gesha / Abyssinia,Washed,Medium Dark,Roasted Chocolate Nutty  Cocoa Caramelized Sweet Floral Berry Citrus  Fruit
"San Lorenzo, Colombia Single Origin",Ethiopia,Balance Coffee,Colombia,Washed,Medium Dark,Dark  Chocolate Peach Fruity Citric  Acid
Gulmarg - Kenya - Natural,Colombia,Chipp Coffee,Kona / GuatemalaTypica,Wet Hulled,Dark,Roasted
Nicaragua: Edition 22.074,Colombia,Hasbean,Ethiopia / Sudan AssesionColombiaRobiaceae Coffea,Washed, Dark,Roasted Nutmeg Chocolate Lime Raw Fresh
Kenya: Edition 22.063,Kenya,Hasbean,CaturraBourbonCatuai,Washed,Dark,Chocolate Sweet Peach Other  Fruit
Italian Roast Blended Coffee,Nicaragua,White Rose,ColombiaCaturraBourbonTypica,Natural,Light,Floral Berry Peach
Costa Rica - Aguilera Brothers Sl28 Honey,Kenya,Horsham,CaturraPacamaraBourbonCatimor / AtengCatuaiHybrido de Timor,Washed,Medium,Hazelnut Dark  Chocolate Molasses Caramelized
Laos Gesha,Vietnam,Carringtons Coffee Co,Castillo,Natural,Medium,Nutty Citrus  Fruit
"Filter - Los Tres Mosqueteros, Colombia - Honey-Pomegranate-Peach",Ethiopia,Carnival,Robiaceae Coffea,"DecafWashed, Swiss Water",Green,Roasted Honey Sweet Floral Floral Pear
Hawaii Kona,Costa Rica,Roastery Hope Coffee,Yellow CatuaiTypicaCatuaiRed Catuai,Natural,Medium,Spices Brown  Sugar Vanilla Sweet Floral Floral Berry Citrus  Fruit Fruity Vegetative
The Wing,Colombia,Redemption Roasters,Ethiopia / Sudan AssesionRobusta,Washed,Medium,Chocolate Maple  Syrup Vanilla Sweet Orange Lemon
Peruvian Café Femenino,Guatemala,Wogan Coffee,SL-28,Washed,Medium,Nutty Caramelized Honey Sweet Dried  Fruit Cherry
Nest Filter,Colombia,Roost,Arabica,Washed,Medium Light,Sweet Fruity
Organic Fairtrade Legacy,Ethiopia,Wogan Coffee,Colombia,"Natural, Anaerobic or Macerated",Medium,Nutty Nutty  Cocoa Maple  Syrup Caramelized Vanilla Sweet Citrus  Fruit
El-Diamante,Peru,Pact,BourbonKent,Washed,Green,Caramelized Brown  Sugar Lemon
South American House Blend,Brazil,Clumsy Goat,TabiHybrido de Timor,Natural,Medium,Chocolate Caramelized Vanilla Raisin Orange
1865,Indonesia,John Watt And Son,Typica,Washed,Green,Berry Orange
Guatemala Shg Conebosque Washed Arabica Roasted Coffee,Honduras,White Rose,SL-28,Washed,Medium Dark,Dark  Chocolate Cocoa Lemon Lime
The Spire  Blend Roasted Coffee,Colombia,White Rose,Robiaceae Coffea,"DecafWashed, Swiss Water",Dark,Smoky Nutty Molasses Caramelized Berry Citrus  Fruit
Kenya - Tinganga Estate - New Release!,South America,Carringtons Coffee Co,Ethiopia / Sudan Assesion,Honey,Medium,Nutty Vanilla Sweet
"Bukonzo Dream, Uganda",Guatemala,Cast Iron,CaturraPacamaraCatuai,Natural,Medium,Dark  Chocolate Strawberry Cherry Pear
Decaf Colombia,Indonesia,CLO,Acaia,Natural,Dark,Nutty Chocolate Nutty  Cocoa Caramelized Grape Citrus  Fruit
Tanzania | Umoja,Vietnam,Roost,CaturraTypicaCatimor / AtengCatuai,Natural,Medium,Nutty Dark  Chocolate
Jailbreak: Red Blend,Ethiopia,Hasbean,Ethiopia / Sudan AssesionBourbon,DecafWashed,Dark,Nutty Chocolate Brown  Sugar
"Raimutin, Timor-Leste",Kenya,Cast Iron,ColombiaCaturraBourbonTypicaArabica,Washed,Medium,Roasted Sweet Rose Citrus  Fruit Winey
"Serrano Lavado, Cumanayagua - Washed Arabica Roasted Coffee",Uganda,White Rose,S795,Washed,Light,Chocolate Nutty  Cocoa Maple  Syrup Vanilla Pineapple Peach
Kenyan Peaberry,Colombia,Wogan Coffee,Yellow Bourbon,Washed,Medium,Caramelized Cherry Citrus  Fruit Fruity
Peru - San Fernando Organic Washed,Tanzania,Horsham,Robusta,"DecafWashed, Sugarcane (E.A.)",Medium,Nutty Chocolate Caramelized Sweet Lemon Citrus  Fruit Sour Other
Single Origin,Timor,Perky Blenders,Castillo,Washed,Medium,Sweet Strawberry Pineapple
"Adola, Ethiopia",Cuba,Cast Iron,Blue Mountain,Washed,Medium,Sweet Floral Floral Blackberry Peach Fruity
Organic Fairtrade Honduran,Haiti,Wogan Coffee,Caturra,Washed,,Nutty Chocolate Apple
Jabberwocky: White Blend,Kenya,Hasbean,Typica,"DecafWashed, Sparkling Water (CO2)",,Chocolate Vanilla Sweet Berry Raisin Citrus  Fruit
Brazilian Specialty Coffee - Aracacu,Peru,The Flat Cap,Typica,,,Roasted Spices Almond Caramelized
Kenya: Edition 22.057,India,Hasbean,Arabica,,,Almond Molasses Caramelized Cherry
Peru | Café Femenino,Ethiopia,Roost,BourbonTypicaArushaArabica,,,Chocolate
Formula 442 (triple Certified),Honduras,Bristol Twenty,Colombia,,,Orange
Colombia Medellin,Brazil,Decadent Decaf,Mundo NovoCaturraBourbonTypica,,,Spices Dark  Chocolate Strawberry Dried  Fruit Citrus  Fruit Whiskey
"Indonesia, Toraja",Kenya,Sacred Grounds,CastilloYellow CatuaiRobiaceae Coffea,,,Hazelnut Almond Chocolate Caramelized
Dragon - Brazil,Peru,Dark Arts Coffee,Castillo,,,Vanilla Floral Apple Orange
The Italian Job Blend Nº 2,El Salvador,Rave,,,,Chocolate Orange Lime
Four Left Feet,Indonesia,Alpaca Coffee,,,,Vanilla Floral Apple Orange
Jamaica Blue Mountain Arabica Roasted Coffee,Ethiopia,White Rose,,,,Burnt Cocoa Molasses Maple  Syrup Caramelized Sweet Floral Citrus  Fruit
Decaf,Colombia,Hasbean,,,,Caramelized Honey Rose Floral Pomegranate Grape Apple Pear Orange Lemon Lime Fresh
Kenya Aa Blue Mountain Arabica Roasted Coffee,Indonesia,White Rose,,,,Honey Floral Floral Berry Peach
"Jamaican Blue Mountain - ""ms Tita"" Small Farmers",Brazil,Roastery Hope Coffee,,,,Honey Sweet Pineapple Grape Other  Fruit Grapefruit Fruity
Uganda Mahango Natural Process,D.R. Congo,York Emporium,,,,Floral Floral Berry Other  Fruit Citrus  Fruit
Papua New Guinea Enorga A - Whole & Ground Roasted Coffee Beans,Brazil,Copper,,,,Burnt Nutty Cocoa Vanilla Sweet Citrus  Fruit
El Cairo,Colombia,Pact,CastilloColombia,Washed,Light,Chocolate Sweet Floral Floral Berry Fruity
Guatemala | Jacinto Lopez,Guatemala,Roost,Caturra,Washed,Medium Dark,Roasted
Costa Rican Tarrazu,Costa Rica,Bristol Twenty,Arabica,Washed,Medium,Chocolate Orange Lime
Nicaraguan Finca La Bastilla,Nicaragua,Wogan Coffee,Yellow CatuaiCaturraRed Catuai,Washed,Medium,Dark  Chocolate Floral Blackberry Bitter
Costa Rica: Edition 22.073,Costa Rica,Hasbean,Villa Sarchi,Honey,Green,Dark  Chocolate Molasses Caramelized Sweet Pineapple Lemon Citrus  Fruit
Personalised Coffee,Nicaragua,Wogan Coffee,Yellow CatuaiCaturraRed Catuai,Washed,Medium,Spices Dark  Chocolate Molasses Caramelized
Swiss Water De-Caf | Guatemala,Guatemala,Roost,CaturraBourbonCatimor / AtengCatuai,"DecafWashed, Swiss Water",Medium,Spices Maple  Syrup Sweet Raisin
Simmer Down Decaf,Peru,The Runner Bean Coffee Co,CaturraPache ComumCatuai,"DecafWashed, Sparkling Water (CO2)",Dark,Sweet Pomegranate Other  Fruit
Honduras | Luis Beltran Alverado,Honduras,Roost,Mundo NovoCaturraPache ComumCatuai,Washed,Medium,Chocolate Raspberry Lemon
Roost Espresso,Costa Rica,Roost,Catimor / AtengS795Cauvery,Washed,Medium,Roasted Almond Nutty Caramelized Brown  Sugar Sweet Citrus  Fruit
Monsoon Malabar,Brazil,Wogan Coffee,Castillo,"Natural, Monsooned",Medium,Roasted Nutmeg Caramelized Brown  Sugar Vanilla Orange
Fairtrade Colombian Medium,Guatemala,John Watt And Son,BourbonRobiaceae CoffeaCatimor / AtengJackson,Washed,Light,Hazelnut Chocolate Grapefruit Musty  Earthy
Filter Coffee - Tasting Pack 4 X 100g,India,Carnival,ColombiaTabi,Washed,Medium,Nutmeg Nutty Dark  Chocolate
Colombia Los Rosales,Colombia,Naked Roaster,Arabica,Honey,Medium,Dark  Chocolate Honey Floral Floral Fruity Winey
Nicaraguan Honey,China,John Watt And Son,Ethiopia / Sudan AssesionAgaroTypicaRobiaceae Coffea,Honey,Medium,Roasted Nutty Chocolate Cocoa Sweet Berry
Ethiopia Yirgacheffe Medium Roast,Rwanda,Pebble and Pine,CaturraBourbon,"Natural, Anaerobic or Macerated",Medium Dark,Nutty Chocolate Caramelized Vanilla
Brazil Santos,Ethiopia,John Watt And Son,Robiaceae Coffea,Natural,Medium,Nutty  Cocoa Other  Fruit
"New: El Salvador, Buenos Aires",Colombia,Sacred Grounds,CastilloColombiaCaturraTypica,Washed,Medium,Vanilla Berry Peach
Colombia El Carmen Sugarcane Decaf Nº 77,Nicaragua,Rave,Colombia,"DecafWashed, Sugarcane (E.A.)",Green,Cereal Sweet Cherry Peach Lime Citrus  Fruit Fermented
"(new) Tumbaga - Sugarcane Decaf, Colombia",Ethiopia,Sunday Coffee,CastilloColombiaCaturraTypica,"DecafWashed, Sugarcane (E.A.)",Medium,Caramelized Sweet Rose Floral Grape Pear Citrus  Fruit Fruity Fresh
"Estrella Del Ostro Decaf  , Decaf",Brazil,Redemption Roasters,Robiaceae Coffea,"DecafWashed, Sugarcane (E.A.)",Medium,Almond Chocolate Brown  Sugar
Trendkill - Brasil,El Salvador,Dark Arts Coffee,Ethiopia / Sudan AssesionArabica,Honey, Dark,Floral Floral Fruity Citric  Acid
Summer Coffee Blend Arabica Roasted Coffee,Colombia,White Rose,CastilloColombiaCaturraTypica,Washed,Dark,Dark  Chocolate Floral Floral Berry
Colombia El Carmen Green Coffee Beans,Colombia,Rave,Villa Sarchi,Honey,Medium,Hazelnut Raspberry Lime Fruity
Costa Rica: Edition 22.073,Colombia,Hasbean,Ethiopia / Sudan AssesionColombiaTypica,Natural,Light,Black  Tea Floral Floral Grapefruit Lemon
Love Lane Blend Nº 15,Brazil,Rave,ColombiaCaturraTabiTypicaF6,Washed,Medium,Spices Dark  Chocolate
Colombian Full Roast (continental),Peru,Wogan Coffee,CastilloColombiaCaturra,"DecafWashed, Sugarcane (E.A.)",Medium,Nutty Citrus  Fruit
Espresso Blend Nº 4,Brazil,Rave,Castillo,"Natural, Anaerobic or Macerated",Dark,Sweet Dried  Fruit
"Espresso/ Filter - Risaralda, Decaf - Colombia - Golden Syrup, Gingerbread, Raisins",Guatemala,Carnival,CastilloCaturra,Washed,Light,Dark  Chocolate Berry
Eat The Bugs - Colombia,Ethiopia,Dark Arts Coffee,Bourbon,Washed,Light,Nutty Sweet Berry Winey
Buenos Aires Espresso,Colombia,Pact,CastilloColombiaCaturra,"DecafWashed, Sugarcane (E.A.)",Medium,Chocolate Nutty  Cocoa Molasses Caramelized Vanilla Sweet Floral Citrus  Fruit
Guatemala Bourbon,Costa Rica,Roastery Hope Coffee,TypicaHybrido de Timor,Honey,Light,Roasted Nutty Chocolate Dried  Fruit
Decaf - Rainbow Sugarcane Colombia,Kenya,Carringtons Coffee Co,Bourbon,"Natural, Anaerobic or Macerated",Dark,Brown  Sugar Apple Orange
Yemen Mocha (limited Stock),Colombia,John Watt And Son,Mundo NovoCatuai,Honey,Medium,Chocolate Vanilla Sweet Blueberry Other  Fruit Fruity
"Raimutin Honey  , , Single Origin",Ethiopia,Redemption Roasters,BourbonCatuai,"DecafNatural, Swiss Water",Medium,Caramelized Brown  Sugar Lemon
Rwanda Anerobic Micro Lot Arabica Roasted Coffee,Colombia,White Rose,USDAS795,Natural,Medium,Molasses Caramelized Honey Sweet Orange Fruity
Brazil Peaberry - Whole & Ground Roasted Brazilian Coffee Beans,Colombia,Copper,Red Bourbon,"Natural, Anaerobic or Macerated",Dark,Nutty Caramelized Vanilla Sweet Other  Fruit Fruity
Brazilian Specialty Coffee - Swiss Water Decaffeinated,Colombia,The Flat Cap,Catimor / Ateng,Natural,Medium,Tobaco Cocoa
"Indonesia, Rantekarua (organic)",Colombia,Sacred Grounds,Mundo NovoBourbonCatuai,Natural,Medium,Berry
"Izuba Natural  , , Single Origin",Guatemala,Redemption Roasters,Bourbon,Washed,Medium,Brown  Sugar Berry Other  Fruit
Laos | Thevada,Colombia,Roost,ColombiaArabica,Washed,Medium,Roasted Nutmeg Spices Nutty  Cocoa Other  Fruit Citrus  Fruit Winey
"Filter - Aqui Badu, China - Lychee - Watermelon - Caramel Wafer",Yemen,Carnival,CaturraCatuai,Honey,Medium,Roasted Chocolate Maple  Syrup Caramelized Sweet Lemon Fruity
Fazenda De Mata,Timor,Coaltown Coffee,Gesha / Abyssinia,"Natural, Monsooned",Medium,Nutty Caramelized Grape
"Guanacas, Colombia",Rwanda,Sunday Coffee,Catimor / AtengS795Cauvery,"Natural, Anaerobic or Macerated",Medium,Nutty  Cocoa Caramelized Honey Vanilla Floral Berry
Organic Lover’s Blend,Brazil,Quirky Coffee Co,TabiHybrido de Timor,Washed,Dark,Almond Chocolate Sweet Cherry Citrus  Fruit Fruity
The Great Bell – Nicaragua,Brazil,Seven Districts,Castillo,Washed,Light,Vanilla Sweet Berry
Costa Rica: Edition 22.046,Indonesia,Hasbean,Arabica,Natural,Light,Hazelnut Caramelized Sweet Other  Fruit
India Monsoon | Malabar,Burundi,Roost,ColombiaCaturraTypica,Washed,Light,Roasted Nutty Chocolate Dark  Chocolate Nutty  Cocoa Sweet Citrus  Fruit
"Raimutin, Timor-Leste",China,Cast Iron,Bourbon,Natural,Dark,Floral Floral Pear Fruity Winey
Colombia – El Agrado (anaerobic Natural),Brazil,TCC,TypicaHybrido de Timor,Honey,Medium,Brown  Sugar Peach Orange
Rotate Espresso,Colombia,Balance Coffee,BourbonBourbon Mayaguez 139Bourbon Mayaguez 71Jackson,"Natural, Monsooned",Medium,Chocolate Caramelized Vanilla Apple Orange
Colombian Medellín Excelso,Peru,Wogan Coffee,Castillo,Washed,Medium,Molasses Berry Pear
"Oh My Goth, Juscyleia/Mio, Brazil, Natural",Colombia,Girls Who Grind Coffee,Colombia,Washed,Medium,Nutty Chocolate Citric  Acid Malic  Acid
Forest Blend,Costa Rica,Perky Blenders,Kent,Washed,Dark,Floral Strawberry Berry Fruity
"East Timor, Hunda Farmer'S Community (organic)",Nicaragua,Sacred Grounds,Bourbon,"DecafWashed, Swiss Water",Medium,Almond Chocolate Cherry
Rwanda Blueberry Candyfloss Arabica Roasted Coffee,Costa Rica,White Rose,Acaia,Honey,Medium,Nutty  Cocoa
Jabberwocky: White Blend,India,Hasbean,CaturraTypicaRobiaceae CoffeaCatuai,Washed,Medium,Molasses Caramelized Pear Orange
Colombia - Cofinet Smallholder Honey,Timor,Horsham,Bourbon,Washed,Medium Light,Caramelized Floral Lime
East Gate Blend | Light Roast,Colombia,CLO,Mundo NovoBourbonArabica,Natural,Green,Almond Sweet Floral Raisin Dried  Fruit Citrus  Fruit
Monsoon Malabar Arabica Roasted Coffee,Mexico,White Rose,ColombiaArabica,Washed,Dark,Chocolate Brown  Sugar Berry Pineapple Lemon
Umurage,Colombia,Pact,Yellow CatuaiTypicaArabicaCatuaiRed Catuai,Washed,Medium,Caramelized Raspberry Apple Fresh
Acacia Blend,Brazil,Perky Blenders,Ruiru 11SL-28,Washed,Dark,Malt
Peru - Presbitero Herrera Torres - Whole & Ground Roasted Coffee Beans,Brazil,Copper,ArabicaRobusta,Natural,Medium,Roasted Nutty Nutty  Cocoa Caramelized Vanilla Sweet Citrus  Fruit
Rwandan Specialty Coffee - Kinini Rebero,Timor,The Flat Cap,CaturraPache Comum,Natural,Medium,Nutty  Cocoa Brown  Sugar Berry Citrus  Fruit Fruity Sour  Aromatics
Brazil (decaf) - Espresso Roast,Rwanda,Sendero,CaturraRed Catuai,Washed,Medium,Vanilla Sweet Dried  Fruit Citrus  Fruit Fruity Sour  Aromatics Whiskey Fresh
Insane In The Men Brain Blend,Colombia,Wogan Coffee,Robiaceae Coffea,Honey,Medium,Chocolate Berry Citrus  Fruit
Guatemala Shb,Uganda,Bristol Twenty,CaturraBourbonCatuai,Wet Hulled,Medium Dark,Molasses Caramelized Sweet Dried  Fruit Other  Fruit
Kenya Aa Plus,Brazil,Quirky Coffee Co,Yellow Catuai,Honey,Medium,Hazelnut Chocolate Caramelized Sweet Apple Orange
Organic House Roast,Colombia,Exhale,Bourbon,"DecafWashed, Swiss Water",Medium,Chocolate Maple  Syrup Brown  Sugar Sweet Apple Peach Other  Fruit Citrus  Fruit Fruity
"Unity,  Blend",India,Cast Iron,Arabica,Washed,Medium Light,Cinnamon Clove Chocolate Honey Vanilla Berry Lemon Lime Fruity
Uganda Mount Elgon Kapchorwa Aa,Rwanda,Naked Roaster,Colombia,Washed,Medium,Caramelized Sweet Floral Orange Citrus  Fruit
"(new) Antonio Ros Silvestre, Guatemala",Colombia,Sunday Coffee,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,Medium,Smoky Nutty Molasses Caramelized Berry Citrus  Fruit
Costa Rica Washed Arabica Cafe Don Claudio Roasted Coffee,Peru,White Rose,CaturraTypica,Washed,Light,Hazelnut Caramelized Cherry Citrus  Fruit
Nicaragua Diamante,Colombia,Naked Roaster,Arabica,"Natural, Anaerobic or Macerated",Dark,Chocolate Rose Fruity
Mexico Siltepec El Jaguar Washed Arabica Roasted Coffee,Rwanda,White Rose,Villa Sarchi,Natural,Medium Dark,Caramelized Raspberry Apple Fresh
Fazenda Cetec - Brazil Cachaca Natural,Brazil,Chipp Coffee,BourbonCatuai,Washed,Medium Light,Nutty Citrus  Fruit
Costa Rica: Edition 22.075,Brazil,Hasbean,CaturraBourbon,Washed,Dark,Chocolate
Fireside Blend | Dark Roast,Colombia,CLO,Ruiru 11SL-34BatianSL-28,"Natural, Anaerobic or Macerated",Green,Roasted Nutty Chocolate Dark  Chocolate Nutty  Cocoa Sweet Citrus  Fruit
Seasonal Organic Coffee Blend Nº 7,Guatemala,Rave,Typica,"DecafWashed, Sparkling Water (CO2)",Medium,Roasted Sweet Citrus  Fruit
Ethiopia Yirgacheffe | Zinash Adugna | Produced & Roasted By Women,Kenya,CLO,CastilloColombiaCaturra,Honey,,Almond Dark  Chocolate Vanilla Cherry Orange
"(new) Wilman Mayo, Ecuador",Mexico,Sunday Coffee,Red Bourbon,Honey,,Peanuts Dark  Chocolate Nutty  Cocoa Vanilla Raisin
