,coffee_title,coffee_origin,roaster_name,variety,production,roast_level,flavour
197,Brazil - João Batista Carbonic Maceration,Ethiopia,Horsham,,,,
198,Decaf Mexico Mezateca,Kenya,Django Coffee Co,,,,
199,Gran Fondo Espresso,Costa Rica,Pact,,,,
200,Blind Byard Specialty Coffee Pods,Ethiopia,Seven Districts,CastilloColombiaCaturra,Washed,Omni,Maple SyrupSweetJasmineOther FruitOrangeLimeCitrus FruitFruity
201,"Espresso/ Filter - Sidamo, Ethiopia - Blood Orange - Apricot - Maple Syrup",Colombia,Carnival,Robiaceae Coffea,Washed,Espresso,SweetFloralDried FruitOther FruitFruity
202,"Yenni Esperanza, Colombia, Thermal Shock",Colombia,Girls Who Grind Coffee,Castillo,Washed,Medium,Dark ChocolateMolassesCaramelizedBlackberryCherryAppleFresh
203,Colombia: Edition 22.058,Brazil,Hasbean,Caturra,Washed,Dark,SmokyRoastedSweetFruity
204,The Brunton Blend,Nicaragua,John Watt And Son,Mundo NovoCatucaiCatuaiYellow Bourbon,Natural,Green,RoastedNuttyCocoaBrown SugarVanillaSweetCitrus FruitFruity
205,Brazil Fazenda Campestre Green Coffee Beans,Brazil,Rave,Yellow CatuaiCaturraRed Catuai,Natural,DarkOmni,AlmondBerryCherryFermented
206,Nicaraguan La Bastilla Natural,Colombia,Quirky Coffee Co,Catuai,Natural,Medium Dark,NuttySweetOther Fruit
207,Brazil Peaberry Arabica Roasted Coffee,Uganda,White Rose,Colombia,Natural,Medium,HoneyOrange
208,Colombia Diomedes Coffee,Brazil,York Emporium,Java (Cultivar),Natural,DarkEspresso,HazelnutChocolateMusty/Earthy
209,Threshold Blend | Medium Roast,Indonesia,CLO,Yellow Catuai,Washed,Espresso,RoastedChocolateNutty/Cocoa
210,Mocha Java Blend Nº 3,Brazil,Rave,Mundo Novo,Washed,Medium DarkOmni,ChocolateMolassesCaramelizedApple
211,Dark Streets –,Brazil,TCC,CaturraAcaia,Washed,DarkOmni,Dark ChocolateBitter
212,Chapada,Brazil,Pact,Ruiru 11SL-28,Washed,Espresso,CocoaCaramelizedApple
213,Zaroca,Nicaragua,Pact,Bourbon,Washed,MediumFilter,CaramelizedOverall SweetRaspberry
214,The Block,Kenya,Redemption Roasters,Catimor / Ateng,Honey,Medium Dark,RoastedAniseChocolateFloralCitrus Fruit
215,Phil-Ter:  Blend,El Salvador,Hasbean,CaturraBourbonCatuai,Washed,Green,ChocolateBrown SugarOrange
216,Kenya Aa Iyego,Vietnam,John Watt And Son,Arabica,"DecafWashed, Swiss Water",Medium Dark,NuttySweetDried FruitGrape
217,El Salvador: Edition 22.065,Mexico,Hasbean,ColombiaCaturraTypicaGesha / Abyssinia,Washed,Filter,NuttyChocolateSweetOrangeCitrus Fruit
218,Vietnam Arabica Roasted Coffee,Honduras,White Rose,BourbonTypica,"DecafWashed, Sugarcane (E.A.)",Extra Dark,NutmegChocolateMolassesCaramelized
219,Mexico Siltepec El Jaguar Shg Medium Roast,Colombia,Pebble and Pine,Ethiopia / Sudan Assesion,Washed,Extra DarkOmni,HoneySweetFloralFloralCitrus Fruit
220,Honduras Shg Coffee,Papua New Guinea,York Emporium,Arabica,Washed,Omni,SmokyRoastedNuttyDark ChocolateMolassesCaramelizedCitrus Fruit
221,Finca La Colombia Gesha,Colombia,Colonna,Selection 9,Washed,Medium Dark,RoastedCitrus Fruit
222,Coffee Of The Month,Peru,John Watt And Son,Castillo,"DecafWashed, Sparkling Water (CO2)",Medium Light,ChocolateLemonCitrus FruitFruity
223,Fairtrade Mediterranean,Brazil,John Watt And Son,PacamaraRed BourbonGesha / AbyssiniaKent,"DecafWashed, Mountain Water",Medium,AlmondChocolateOther Fruit
224,Formula 522 – Swiss Water Decaffeinated,Indonesia,Bristol Twenty,ColombiaArabica,Natural,Omni,PepperSpicesNuttyFloral
225,Guatemalan Shb Bojangles Coffee,Honduras,York Emporium,Yellow CatuaiColombiaCaturraTypicaRed Catuai,Honey,Omni,RoastedBrown SugarVanillaSweetFloralFruity
226,Gems Of Araku,Ethiopia,Coaltown Coffee,Arabica,Honey,Omni,Dark ChocolateMaple SyrupCaramelizedBrown SugarAppleOrange
227,Decaf - Fincas Mustafa - Colombia Washed,Guatemala,Chipp Coffee,Arabica,Washed,Medium,CerealChocolateMolassesCaramelizedApple
228,Tanzania Arabica Roasted Coffee,Colombia,White Rose,Villa Sarchi,Washed,Green,ChocolateCaramelizedFloralFloralPearCitrus FruitFruity
229,Mexico | Sampieri And Zilli Farms,Tanzania,Roost,Villa Sarchi,Honey,Medium,SpicesSweet
230,Josh Eggleton,Mexico,Wogan Coffee,CaturraTypicaCatimor / Ateng,"DecafWashed, Sparkling Water (CO2)",Filter,ChocolateHoneyVanilla
231,Central America Blend Decaffeinated,Colombia,Naked Roaster,BourbonCatuai,Washed,MediumOmni,ChocolateSweetPeachOther Fruit
232,Mexican Mountain Water Decaf,North & Central America,Naked Roaster,CaturraBourbonArabica,Honey,MediumFilter,SweetPeach
233,"Bukonzo Dream, Uganda",Mexico,Cast Iron,CaturraBourbon,"Natural, Anaerobic or Macerated",Medium,AlmondSweetOther Fruit
234,Costa Rica La Falda Medium Roast,Uganda,Pebble and Pine,ColombiaCaturra,Natural,Medium Dark,NuttyChocolateCaramelized
235,Costa Rica: Edition 22.059,Costa Rica,Hasbean,Villa Sarchi,Washed,Light,VanillaPeach
236,Peruvian,Costa Rica,Clumsy Goat,Caturra,Decaf,Omni,NuttyChocolate
237,Guatemala – Todosantarita,Peru,TCC,CatuaiRubi,Washed,Medium LightOmni,CaramelizedBrown SugarRaspberry
238,Guatemala Filter Roast,Guatemala,Sendero,Robiaceae Coffea,"DecafWashed, Sugarcane (E.A.)",Light,AlmondSweetOther Fruit
239,Halcyon Decaf Coffee,Guatemala,Balance Coffee,LempiraIHCAFE 90Catuai,Washed,Green,Brown SugarVanillaSweetStrawberryOther FruitCitrus Fruit
240,"Passiflora, Colombia",Guatemala,Cast Iron,Robiaceae Coffea,Natural,Medium Dark,ChocolateCaramelizedVanilla
241,Costa Rica: Edition 22.059,Colombia,Hasbean,CastilloColombiaCaturra,Washed,Omni,MolassesCaramelizedRaisinFruity
242,Road Rash - Colombia,Costa Rica,Dark Arts Coffee,CastilloColombia,Natural,LightOmni,HazelnutDark ChocolateBerry
243,Brazil – Fazenda,Colombia,TCC,SL-28,Honey,Filter,RoastedSpicesChocolateSweetJasmineFloralFloralLemon
244,Blended Specialty Coffee - No1 - Flat Cap Blend,Brazil,The Flat Cap,Catuai,Natural,Espresso,HazelnutAlmondCaramelizedBrown SugarSweetOrangeOther
245,Decaf,Peru,Perky Blenders,SL-34SL-28,Washed,Filter,HazelnutDark ChocolateRaspberry
246,Honduras San Isidro Natural Process,Colombia,York Emporium,Ethiopia / Sudan AssesionArabicaRobusta,Washed,Omni,CocoaMaple SyrupLemon
247,Ethiopia - Gelana Abaya - Washed Coffee,Colombia,Chipp Coffee,SL-28,Washed,MediumFilter,Brown SugarGrapeAppleFresh
248,"Decaf, Amaca Association, Colombia, Washed/Sugarcane Ea",Honduras,Girls Who Grind Coffee,Gesha / Abyssinia,Washed,Medium DarkOmni,BlackberryPruneOther FruitOverripe
249,"San Lorenzo, Colombia Single Origin",Ethiopia,Balance Coffee,Colombia,Washed,Medium DarkOmni,Roasted
250,Gulmarg - Kenya - Natural,Colombia,Chipp Coffee,Kona / GuatemalaTypica,Wet Hulled,Dark,NuttyCaramelizedHoneySweetAppleOrangeCitrus FruitFruity
251,Nicaragua: Edition 22.074,Colombia,Hasbean,Ethiopia / Sudan AssesionColombiaRobiaceae Coffea,Washed,Silly DarkEspresso,RoastedNutmegSweetFloralCherryOverripeFresh
252,Kenya: Edition 22.063,Kenya,Hasbean,CaturraBourbonCatuai,Washed,Espresso,HoneySweetPomegranatePeach
253,Italian Roast Blended Coffee,Nicaragua,White Rose,ColombiaCaturraBourbonTypica,Natural,LightOmni,ChocolateMaple SyrupCaramelizedVanillaSweetOther FruitCitrus Fruit
254,Costa Rica - Aguilera Brothers Sl28 Honey,Kenya,Horsham,CaturraPacamaraBourbonCatimor / AtengCatuaiHybrido de Timor,Washed,MediumEspresso,CocoaCaramelizedOrange
255,Laos Gesha,Vietnam,Carringtons Coffee Co,Castillo,Natural,Medium,ChocolateBerryCitrus Fruit
256,"Filter - Los Tres Mosqueteros, Colombia - Honey-Pomegranate-Peach",Ethiopia,Carnival,Robiaceae Coffea,"DecafWashed, Swiss Water",Green,ChocolatePeach
257,Hawaii Kona,Costa Rica,Roastery Hope Coffee,Yellow CatuaiTypicaCatuaiRed Catuai,Natural,MediumEspresso,ChocolateDark ChocolateMolassesCaramelized
258,The Wing,Colombia,Redemption Roasters,Ethiopia / Sudan AssesionRobusta,Washed,Omni,CerealDark ChocolateRaisin
259,Peruvian Café Femenino,Guatemala,Wogan Coffee,SL-28,Washed,Omni,AniseNuttySweet AromaticHerb-like
260,Nest Filter,Colombia,Roost,Arabica,Washed,Medium LightFilter,RoastedChocolateNutty/CocoaCaramelizedSweetFloralBerryCitrus Fruit
261,Organic Fairtrade Legacy,Ethiopia,Wogan Coffee,Colombia,"Natural, Anaerobic or Macerated",Omni,Dark ChocolatePeachFruityCitric Acid
262,El-Diamante,Peru,Pact,BourbonKent,Washed,Green,Roasted
263,South American House Blend,Brazil,Clumsy Goat,TabiHybrido de Timor,Natural,Omni,RoastedNutmegChocolateLimeRawFresh
264,1865,Indonesia,John Watt And Son,Typica,Washed,Green,ChocolateSweetPeachOther Fruit
265,Guatemala Shg Conebosque Washed Arabica Roasted Coffee,Honduras,White Rose,SL-28,Washed,Medium DarkOmni,FloralBerryPeach
266,The Spire  Blend Roasted Coffee,Colombia,White Rose,Robiaceae Coffea,"DecafWashed, Swiss Water",DarkOmni,HazelnutDark ChocolateMolassesCaramelized
267,Kenya - Tinganga Estate - New Release!,South America,Carringtons Coffee Co,Ethiopia / Sudan Assesion,Honey,Medium,NuttyCitrus Fruit
268,"Bukonzo Dream, Uganda",Guatemala,Cast Iron,CaturraPacamaraCatuai,Natural,Omni,RoastedHoneySweetFloralFloralPear
269,Decaf Colombia,Indonesia,CLO,Acaia,Natural,Dark,SpicesBrown SugarVanillaSweetFloralFloralBerryCitrus FruitFruityVegetative
270,Tanzania | Umoja,Vietnam,Roost,CaturraTypicaCatimor / AtengCatuai,Natural,Medium,ChocolateMaple SyrupVanillaSweetOrangeLemon
271,Jailbreak: Red Blend,Ethiopia,Hasbean,Ethiopia / Sudan AssesionBourbon,DecafWashed,Espresso,NuttyCaramelizedHoneySweetDried FruitCherry
272,"Raimutin, Timor-Leste",Kenya,Cast Iron,ColombiaCaturraBourbonTypicaArabica,Washed,Medium,SweetFruity
273,"Serrano Lavado, Cumanayagua - Washed Arabica Roasted Coffee",Uganda,White Rose,S795,Washed,Filter,NuttyNutty/CocoaMaple SyrupCaramelizedVanillaSweetCitrus Fruit
274,Kenyan Peaberry,Colombia,Wogan Coffee,Yellow Bourbon,Washed,Medium,CaramelizedBrown SugarLemon
275,Peru - San Fernando Organic Washed,Tanzania,Horsham,Robusta,"DecafWashed, Sugarcane (E.A.)",MediumOmni,ChocolateCaramelizedVanillaRaisinOrange
276,Single Origin,Timor,Perky Blenders,Castillo,Washed,Omni,BerryOrange
277,"Adola, Ethiopia",Cuba,Cast Iron,Blue Mountain,Washed,MediumOmni,Dark ChocolateCocoaLemonLime
278,Organic Fairtrade Honduran,Haiti,Wogan Coffee,Caturra,Washed,,SmokyNuttyMolassesCaramelizedBerryCitrus Fruit
279,Jabberwocky: White Blend,Kenya,Hasbean,Typica,"DecafWashed, Sparkling Water (CO2)",,NuttyVanillaSweet
280,Brazilian Specialty Coffee - Aracacu,Peru,The Flat Cap,Typica,,,Dark ChocolateStrawberryCherryPear
281,Kenya: Edition 22.057,India,Hasbean,Arabica,,,NuttyChocolateNutty/CocoaCaramelizedGrapeCitrus Fruit
282,Peru | Café Femenino,Ethiopia,Roost,BourbonTypicaArushaArabica,,,NuttyDark Chocolate
283,Formula 442 (triple Certified),Honduras,Bristol Twenty,Colombia,,,NuttyChocolateBrown Sugar
284,Colombia Medellin,Brazil,Decadent Decaf,Mundo NovoCaturraBourbonTypica,,,RoastedSweetRoseCitrus FruitWiney
285,"Indonesia, Toraja",Kenya,Sacred Grounds,CastilloYellow CatuaiRobiaceae Coffea,,,ChocolateNutty/CocoaMaple SyrupVanillaPineapplePeach
286,Dragon - Brazil,Peru,Dark Arts Coffee,Castillo,,,CaramelizedCherryCitrus FruitFruity
287,The Italian Job Blend Nº 2,El Salvador,Rave,,,,NuttyChocolateCaramelizedSweetLemonCitrus FruitSourOther
288,Four Left Feet,Indonesia,Alpaca Coffee,,,,SweetStrawberryPineapple
289,Jamaica Blue Mountain Arabica Roasted Coffee,Ethiopia,White Rose,,,,SweetFloralFloralBlackberryPeachFruity
290,Decaf,Colombia,Hasbean,,,,NuttyChocolateApple
291,Kenya Aa Blue Mountain Arabica Roasted Coffee,Indonesia,White Rose,,,,ChocolateVanillaSweetBerryRaisinCitrus Fruit
292,"Jamaican Blue Mountain - ""ms Tita"" Small Farmers",Brazil,Roastery Hope Coffee,,,,RoastedSpicesAlmondCaramelized
293,Uganda Mahango Natural Process,D.R. Congo,York Emporium,,,,AlmondMolassesCaramelizedCherry
294,Papua New Guinea Enorga A - Whole & Ground Roasted Coffee Beans,Brazil,Copper,,,,Chocolate
295,Half Caf Blend No.13,Ethiopia,Rave,,,,
296,Digging Holes - Mexico,Jamaica,Dark Arts Coffee,,,,
297,Highwire - Our Best Coffee Blend,Kenya,Chipp Coffee,,,,
298,Bells,Jamaica,Mission Coffee Works,,,,
299,Decaf Casa Loma,Uganda,Pact,,,,
300,El Cairo,Colombia,Pact,CastilloColombia,Washed,LightOmni,Orange
301,Guatemala | Jacinto Lopez,Guatemala,Roost,Caturra,Washed,Medium Dark,SpicesDark ChocolateStrawberryDried FruitCitrus FruitWhiskey
302,Costa Rican Tarrazu,Costa Rica,Bristol Twenty,Arabica,Washed,MediumOmni,HazelnutAlmondChocolateCaramelized
303,Nicaraguan Finca La Bastilla,Nicaragua,Wogan Coffee,Yellow CatuaiCaturraRed Catuai,Washed,Omni,VanillaFloralAppleOrange
304,Costa Rica: Edition 22.073,Costa Rica,Hasbean,Villa Sarchi,Honey,Green,ChocolateOrangeLime
305,Personalised Coffee,Nicaragua,Wogan Coffee,Yellow CatuaiCaturraRed Catuai,Washed,Omni,VanillaFloralAppleOrange
306,Swiss Water De-Caf | Guatemala,Guatemala,Roost,CaturraBourbonCatimor / AtengCatuai,"DecafWashed, Swiss Water",Medium,HazelnutChocolateCherryCitrus Fruit
307,Simmer Down Decaf,Peru,The Runner Bean Coffee Co,CaturraPache ComumCatuai,"DecafWashed, Sparkling Water (CO2)",Dark,CerealHazelnutVanilla
308,Honduras | Luis Beltran Alverado,Honduras,Roost,Mundo NovoCaturraPache ComumCatuai,Washed,MediumOmni,ChocolatePruneOther Fruit
309,Roost Espresso,Costa Rica,Roost,Catimor / AtengS795Cauvery,Washed,Omni,NuttyChocolateDark ChocolateCaramelizedSweetRaisinOther Fruit
310,Monsoon Malabar,Brazil,Wogan Coffee,Castillo,"Natural, Monsooned",Medium,TobacoMaltSweetCitrus Fruit
311,Fairtrade Colombian Medium,Guatemala,John Watt And Son,BourbonRobiaceae CoffeaCatimor / AtengJackson,Washed,Filter,BurntCocoaMolassesMaple SyrupCaramelizedSweetFloralCitrus Fruit
312,Filter Coffee - Tasting Pack 4 X 100g,India,Carnival,ColombiaTabi,Washed,Omni,CaramelizedHoneyRoseFloralPomegranateGrapeApplePearOrangeLemonLimeFresh
313,Colombia Los Rosales,Colombia,Naked Roaster,Arabica,Honey,Medium,HoneyFloralFloralBerryPeach
314,Nicaraguan Honey,China,John Watt And Son,Ethiopia / Sudan AssesionAgaroTypicaRobiaceae Coffea,Honey,Omni,HoneySweetPineappleGrapeOther FruitGrapefruitFruity
315,Ethiopia Yirgacheffe Medium Roast,Rwanda,Pebble and Pine,CaturraBourbon,"Natural, Anaerobic or Macerated",Medium Dark,FloralFloralBerryOther FruitCitrus Fruit
316,Brazil Santos,Ethiopia,John Watt And Son,Robiaceae Coffea,Natural,Omni,BurntNuttyCocoaVanillaSweetCitrus Fruit
317,"New: El Salvador, Buenos Aires",Colombia,Sacred Grounds,CastilloColombiaCaturraTypica,Washed,Omni,ChocolateHoneyOther Fruit
318,Colombia El Carmen Sugarcane Decaf Nº 77,Nicaragua,Rave,Colombia,"DecafWashed, Sugarcane (E.A.)",Green,ChocolateVanillaBerry
319,"(new) Tumbaga - Sugarcane Decaf, Colombia",Ethiopia,Sunday Coffee,CastilloColombiaCaturraTypica,"DecafWashed, Sugarcane (E.A.)",Medium,NuttyChocolateCaramelizedAppleOther Fruit
320,"Estrella Del Ostro Decaf  , Decaf",Brazil,Redemption Roasters,Robiaceae Coffea,"DecafWashed, Sugarcane (E.A.)",MediumOmni,NuttyMolassesCaramelizedAppleFresh
321,Trendkill - Brasil,El Salvador,Dark Arts Coffee,Ethiopia / Sudan AssesionArabica,Honey,Extra DarkOmni,NuttyChocolateNutty/CocoaCaramelizedSweetAppleCitrus Fruit
322,Summer Coffee Blend Arabica Roasted Coffee,Colombia,White Rose,CastilloColombiaCaturraTypica,Washed,DarkEspresso,ChocolateSweetFloralFloralBerryFruity
323,Colombia El Carmen Green Coffee Beans,Colombia,Rave,Villa Sarchi,Honey,Omni,Roasted
324,Costa Rica: Edition 22.073,Colombia,Hasbean,Ethiopia / Sudan AssesionColombiaTypica,Natural,LightOmni,ChocolateOrangeLime
325,Love Lane Blend Nº 15,Brazil,Rave,ColombiaCaturraTabiTypicaF6,Washed,MediumOmni,Dark ChocolateFloralBlackberryBitter
326,Colombian Full Roast (continental),Peru,Wogan Coffee,CastilloColombiaCaturra,"DecafWashed, Sugarcane (E.A.)",Omni,Dark ChocolateMolassesCaramelizedSweetPineappleLemonCitrus Fruit
327,Espresso Blend Nº 4,Brazil,Rave,Castillo,"Natural, Anaerobic or Macerated",Espresso,SpicesDark ChocolateMolassesCaramelized
328,"Espresso/ Filter - Risaralda, Decaf - Colombia - Golden Syrup, Gingerbread, Raisins",Guatemala,Carnival,CastilloCaturra,Washed,Filter,SpicesMaple SyrupSweetRaisin
329,Eat The Bugs - Colombia,Ethiopia,Dark Arts Coffee,Bourbon,Washed,Filter,SweetPomegranateOther Fruit
330,Buenos Aires Espresso,Colombia,Pact,CastilloColombiaCaturra,"DecafWashed, Sugarcane (E.A.)",Omni,ChocolateRaspberryLemon
331,Guatemala Bourbon,Costa Rica,Roastery Hope Coffee,TypicaHybrido de Timor,Honey,Filter,RoastedAlmondNuttyCaramelizedBrown SugarSweetCitrus Fruit
332,Decaf - Rainbow Sugarcane Colombia,Kenya,Carringtons Coffee Co,Bourbon,"Natural, Anaerobic or Macerated",Dark,RoastedNutmegCaramelizedBrown SugarVanillaOrange
333,Yemen Mocha (limited Stock),Colombia,John Watt And Son,Mundo NovoCatuai,Honey,MediumFilter,HazelnutChocolateGrapefruitMusty/Earthy
334,"Raimutin Honey  , , Single Origin",Ethiopia,Redemption Roasters,BourbonCatuai,"DecafNatural, Swiss Water",Omni,NutmegNuttyDark Chocolate
335,Rwanda Anerobic Micro Lot Arabica Roasted Coffee,Colombia,White Rose,USDAS795,Natural,Medium,Dark ChocolateHoneyFloralFloralFruityWiney
336,Brazil Peaberry - Whole & Ground Roasted Brazilian Coffee Beans,Colombia,Copper,Red Bourbon,"Natural, Anaerobic or Macerated",Dark,RoastedNuttyChocolateCocoaSweetBerry
337,Brazilian Specialty Coffee - Swiss Water Decaffeinated,Colombia,The Flat Cap,Catimor / Ateng,Natural,Medium,NuttyChocolateCaramelizedVanilla
338,"Indonesia, Rantekarua (organic)",Colombia,Sacred Grounds,Mundo NovoBourbonCatuai,Natural,MediumOmni,Nutty/CocoaOther Fruit
339,"Izuba Natural  , , Single Origin",Guatemala,Redemption Roasters,Bourbon,Washed,Omni,VanillaBerryPeach
340,Laos | Thevada,Colombia,Roost,ColombiaArabica,Washed,Omni,CerealSweetCherryPeachLimeCitrus FruitFermented
341,"Filter - Aqui Badu, China - Lychee - Watermelon - Caramel Wafer",Yemen,Carnival,CaturraCatuai,Honey,Omni,CaramelizedSweetRoseFloralGrapePearCitrus FruitFruityFresh
342,Fazenda De Mata,Timor,Coaltown Coffee,Gesha / Abyssinia,"Natural, Monsooned",Medium,AlmondChocolateBrown Sugar
343,"Guanacas, Colombia",Rwanda,Sunday Coffee,Catimor / AtengS795Cauvery,"Natural, Anaerobic or Macerated",Omni,FloralFloralFruityCitric Acid
344,Organic Lover’s Blend,Brazil,Quirky Coffee Co,TabiHybrido de Timor,Washed,Espresso,Dark ChocolateFloralFloralBerry
345,The Great Bell – Nicaragua,Brazil,Seven Districts,Castillo,Washed,LightOmni,HazelnutRaspberryLimeFruity
346,Costa Rica: Edition 22.046,Indonesia,Hasbean,Arabica,Natural,Filter,Black TeaFloralFloralGrapefruitLemon
347,India Monsoon | Malabar,Burundi,Roost,ColombiaCaturraTypica,Washed,Light,SpicesDark Chocolate
348,"Raimutin, Timor-Leste",China,Cast Iron,Bourbon,Natural,Espresso,NuttyCitrus Fruit
349,Colombia – El Agrado (anaerobic Natural),Brazil,TCC,TypicaHybrido de Timor,Honey,Omni,SweetDried Fruit
350,Rotate Espresso,Colombia,Balance Coffee,BourbonBourbon Mayaguez 139Bourbon Mayaguez 71Jackson,"Natural, Monsooned",MediumOmni,Dark ChocolateBerry
351,Colombian Medellín Excelso,Peru,Wogan Coffee,Castillo,Washed,Medium,NuttySweetBerryWiney
352,"Oh My Goth, Juscyleia/Mio, Brazil, Natural",Colombia,Girls Who Grind Coffee,Colombia,Washed,MediumEspresso,ChocolateNutty/CocoaMolassesCaramelizedVanillaSweetFloralCitrus Fruit
353,Forest Blend,Costa Rica,Perky Blenders,Kent,Washed,DarkEspresso,RoastedNuttyChocolateDried Fruit
354,"East Timor, Hunda Farmer'S Community (organic)",Nicaragua,Sacred Grounds,Bourbon,"DecafWashed, Swiss Water",Omni,Brown SugarAppleOrange
355,Rwanda Blueberry Candyfloss Arabica Roasted Coffee,Costa Rica,White Rose,Acaia,Honey,Omni,ChocolateVanillaSweetBlueberryOther FruitFruity
356,Jabberwocky: White Blend,India,Hasbean,CaturraTypicaRobiaceae CoffeaCatuai,Washed,Omni,CaramelizedBrown SugarLemon
357,Colombia - Cofinet Smallholder Honey,Timor,Horsham,Bourbon,Washed,Medium Light,MolassesCaramelizedHoneySweetOrangeFruity
358,East Gate Blend | Light Roast,Colombia,CLO,Mundo NovoBourbonArabica,Natural,Green,NuttyCaramelizedVanillaSweetOther FruitFruity
359,Monsoon Malabar Arabica Roasted Coffee,Mexico,White Rose,ColombiaArabica,Washed,Dark,TobacoCocoa
360,Umurage,Colombia,Pact,Yellow CatuaiTypicaArabicaCatuaiRed Catuai,Washed,Medium,Berry
361,Acacia Blend,Brazil,Perky Blenders,Ruiru 11SL-28,Washed,Dark,Brown SugarBerryOther Fruit
362,Peru - Presbitero Herrera Torres - Whole & Ground Roasted Coffee Beans,Brazil,Copper,ArabicaRobusta,Natural,Omni,RoastedNutmegSpicesNutty/CocoaOther FruitCitrus FruitWiney
363,Rwandan Specialty Coffee - Kinini Rebero,Timor,The Flat Cap,CaturraPache Comum,Natural,Omni,RoastedChocolateMaple SyrupCaramelizedSweetLemonFruity
364,Brazil (decaf) - Espresso Roast,Rwanda,Sendero,CaturraRed Catuai,Washed,Medium,NuttyCaramelizedGrape
365,Insane In The Men Brain Blend,Colombia,Wogan Coffee,Robiaceae Coffea,Honey,Omni,Nutty/CocoaCaramelizedHoneyVanillaFloralBerry
366,Guatemala Shb,Uganda,Bristol Twenty,CaturraBourbonCatuai,Wet Hulled,Medium DarkEspresso,AlmondChocolateSweetCherryCitrus FruitFruity
367,Kenya Aa Plus,Brazil,Quirky Coffee Co,Yellow Catuai,Honey,Omni,VanillaSweetBerry
368,Organic House Roast,Colombia,Exhale,Bourbon,"DecafWashed, Swiss Water",Omni,HazelnutCaramelizedSweetOther Fruit
369,"Unity,  Blend",India,Cast Iron,Arabica,Washed,Medium LightOmni,RoastedNuttyChocolateDark ChocolateNutty/CocoaSweetCitrus Fruit
370,Uganda Mount Elgon Kapchorwa Aa,Rwanda,Naked Roaster,Colombia,Washed,MediumOmni,FloralFloralPearFruityWiney
371,"(new) Antonio Ros Silvestre, Guatemala",Colombia,Sunday Coffee,Ethiopia / Sudan AssesionRobiaceae Coffea,Washed,Omni,Brown SugarPeachOrange
372,Costa Rica Washed Arabica Cafe Don Claudio Roasted Coffee,Peru,White Rose,CaturraTypica,Washed,Filter,ChocolateCaramelizedVanillaAppleOrange
373,Nicaragua Diamante,Colombia,Naked Roaster,Arabica,"Natural, Anaerobic or Macerated",DarkEspresso,MolassesBerryPear
374,Mexico Siltepec El Jaguar Washed Arabica Roasted Coffee,Rwanda,White Rose,Villa Sarchi,Natural,Medium DarkOmni,NuttyChocolateCitric AcidMalic Acid
